1.000000000000000000e+00,4.000000000000000000e+00,1.687862303659969283e-04
1.000000000000000000e+00,8.000000000000000000e+00,3.333071409954151132e-02
1.000000000000000000e+00,1.600000000000000000e+01,1.001065249729754525e-01
1.000000000000000000e+00,3.200000000000000000e+01,2.327329209203439220e-01
1.000000000000000000e+00,6.400000000000000000e+01,4.863180094540203724e-01
1.000000000000000000e+00,1.280000000000000000e+02,9.563506163896134948e-01
2.000000000000000000e+00,4.000000000000000000e+00,1.187779098397904109e-03
2.000000000000000000e+00,8.000000000000000000e+00,3.625037726709686575e-02
2.000000000000000000e+00,1.600000000000000000e+01,1.044068402528409018e-01
2.000000000000000000e+00,3.200000000000000000e+01,2.396245869183565858e-01
2.000000000000000000e+00,6.400000000000000000e+01,5.045304098965933681e-01
2.000000000000000000e+00,1.280000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+00,1.280000000000000000e+02,9.696268014605523566e-01
3.000000000000000000e+00,6.400000000000000000e+01,4.954530007974882189e-01
3.000000000000000000e+00,3.200000000000000000e+01,2.339430516592043985e-01
3.000000000000000000e+00,1.600000000000000000e+01,1.007307747875142157e-01
3.000000000000000000e+00,8.000000000000000000e+00,3.449318205460934900e-02
3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,1.482348355658486471e-03
4.000000000000000000e+00,8.000000000000000000e+00,3.521461680262976540e-02
4.000000000000000000e+00,1.600000000000000000e+01,1.058746883176489989e-01
4.000000000000000000e+00,3.200000000000000000e+01,2.442682415813513530e-01
4.000000000000000000e+00,6.400000000000000000e+01,5.089651312676169992e-01
4.000000000000000000e+00,1.280000000000000000e+02,9.944557268043502374e-01
5.000000000000000000e+00,4.000000000000000000e+00,1.095973456114433635e-03
5.000000000000000000e+00,8.000000000000000000e+00,3.546364024774246310e-02
5.000000000000000000e+00,1.600000000000000000e+01,1.038309271186128729e-01
5.000000000000000000e+00,3.200000000000000000e+01,2.412615119670940833e-01
5.000000000000000000e+00,6.400000000000000000e+01,5.034736075898417207e-01
5.000000000000000000e+00,1.280000000000000000e+02,9.802292212416198192e-01
