4.000000000000000000e+00,1.000000000000000000e+00,4.229807049848624718e-03
4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,1.218875225210602677e-03
4.000000000000000000e+00,3.000000000000000000e+00,6.108360179687648620e-03
8.000000000000000000e+00,2.000000000000000000e+00,3.714311624459921274e-02
8.000000000000000000e+00,3.000000000000000000e+00,4.986153559079334330e-02
8.000000000000000000e+00,4.000000000000000000e+00,4.008492444868949622e-02
8.000000000000000000e+00,1.000000000000000000e+00,4.578236596958724230e-02
1.600000000000000000e+01,3.000000000000000000e+00,1.336221113142973815e-01
1.600000000000000000e+01,1.000000000000000000e+00,1.240589070155702078e-01
1.600000000000000000e+01,2.000000000000000000e+00,1.074495743291678240e-01
1.600000000000000000e+01,4.000000000000000000e+00,1.145223086710387139e-01
3.200000000000000000e+01,1.000000000000000000e+00,2.645631848358474536e-01
3.200000000000000000e+01,2.000000000000000000e+00,2.347181113717905221e-01
3.200000000000000000e+01,4.000000000000000000e+00,2.527804003316488912e-01
3.200000000000000000e+01,3.000000000000000000e+00,2.871433654627185694e-01
6.400000000000000000e+01,1.000000000000000000e+00,5.049906457216107869e-01
6.400000000000000000e+01,3.000000000000000000e+00,5.567254766275856470e-01
6.400000000000000000e+01,4.000000000000000000e+00,4.997724432966670349e-01
6.400000000000000000e+01,2.000000000000000000e+00,4.563936562179661816e-01
1.280000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00
1.280000000000000000e+02,1.000000000000000000e+00,8.826894401836183901e-01
1.280000000000000000e+02,2.000000000000000000e+00,8.176638494325763062e-01
1.280000000000000000e+02,4.000000000000000000e+00,9.198378011173575786e-01
