4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+00,3.590963023979297682e-03
4.000000000000000000e+00,4.000000000000000000e+00,2.512317158760762371e-03
4.000000000000000000e+00,3.000000000000000000e+00,5.172781578001539420e-03
8.000000000000000000e+00,2.000000000000000000e+00,4.995596641834474522e-02
8.000000000000000000e+00,3.000000000000000000e+00,5.227204172003743071e-02
8.000000000000000000e+00,4.000000000000000000e+00,4.897202369074570016e-02
8.000000000000000000e+00,1.000000000000000000e+00,4.392615174977190090e-02
1.600000000000000000e+01,3.000000000000000000e+00,1.243720508695352889e-01
1.600000000000000000e+01,1.000000000000000000e+00,1.079611167029955326e-01
1.600000000000000000e+01,2.000000000000000000e+00,1.232574934784130966e-01
1.600000000000000000e+01,4.000000000000000000e+00,1.216170549972466208e-01
3.200000000000000000e+01,1.000000000000000000e+00,2.344334104572835253e-01
3.200000000000000000e+01,2.000000000000000000e+00,2.567001030257084482e-01
3.200000000000000000e+01,4.000000000000000000e+00,2.530732610353264023e-01
3.200000000000000000e+01,3.000000000000000000e+00,2.667827135912650416e-01
6.400000000000000000e+01,1.000000000000000000e+00,4.695715985350687460e-01
6.400000000000000000e+01,3.000000000000000000e+00,5.205504901660915618e-01
6.400000000000000000e+01,4.000000000000000000e+00,4.959732059051813469e-01
6.400000000000000000e+01,2.000000000000000000e+00,5.007499726873554380e-01
1.280000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00
1.280000000000000000e+02,1.000000000000000000e+00,9.618033262684346774e-01
1.280000000000000000e+02,2.000000000000000000e+00,9.749093346151633810e-01
1.280000000000000000e+02,4.000000000000000000e+00,9.509254699940015154e-01
